GEOID,STATE,COUNTY,TRACT,BLOCK,P1_Total(001),P1_White(003),P1_Black(004),P1_AIAN(005),P1_Asian(006),P1_NHPI(007),P1_Other(008),P1_TwoPlus(009),P2_Total(001),P2_Hispanic(002),P2_NotHispanic(003),P2_NH_White(005),P2_NH_Black(006),P2_NH_AIAN(007),P2_NH_Asian(008),P2_NH_NHPI(009),P2_NH_Other(010),P2_NH_TwoPlus(011),H1_TotalUnits(001),H1_Occupied(002),H1_Vacant(003),P5_GQTotal(001),P5_Inst(002),P5_Correctional(003),P5_Juvenile(004),P5_Nursing(005),P5_OtherInst(006),P5_NonInst(007),P5_College(008),P5_Military(009),P5_OtherNonInst(010),ad_old,ad_new,place_share
361190020001005,36,119,002000,1005,87,65,0,1,4,0,8,9,87,18,69,65,0,0,4,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190020002002,36,119,002000,2002,115,72,0,0,23,0,10,10,115,17,98,72,0,0,23,0,2,1,34,34,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190020001002,36,119,002000,1002,53,40,0,1,3,0,6,3,53,9,44,40,0,0,3,0,0,1,17,16,1,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000004
361190020001009,36,119,002000,1009,96,59,3,0,11,0,11,12,96,29,67,50,3,0,11,0,1,2,39,34,5,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000007
361190020003005,36,119,002000,3005,96,58,6,0,11,0,16,5,96,20,76,57,5,0,11,0,1,2,34,34,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190020003006,36,119,002000,3006,132,73,12,0,33,0,6,8,132,18,114,67,12,0,33,0,2,0,43,43,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190021013001,36,119,002101,3001,94,48,19,0,18,0,5,4,94,17,77,42,14,0,18,0,0,3,23,23,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999997
361190024033008,36,119,002403,3008,81,52,5,5,0,0,11,8,81,25,56,52,2,0,0,0,1,1,25,25,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190022042003,36,119,002204,2003,42,33,3,0,0,0,0,6,42,2,40,32,3,0,0,0,0,5,12,12,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190024035008,36,119,002403,5008,381,216,54,2,20,0,44,45,381,107,274,195,50,0,20,0,3,6,221,212,9,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190024031001,36,119,002403,1001,26,6,4,1,1,0,3,11,26,14,12,6,4,0,1,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190020004026,36,119,002000,4026,94,50,9,0,2,0,19,14,94,40,54,41,9,0,2,0,2,0,32,32,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190021013000,36,119,002101,3000,92,49,10,0,13,0,12,8,92,18,74,49,9,0,13,0,0,3,33,33,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190021012005,36,119,002101,2005,128,77,4,1,24,0,7,15,128,27,101,64,4,0,24,0,3,6,45,45,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190020004025,36,119,002000,4025,103,64,1,0,6,0,23,9,103,40,63,54,1,0,6,0,1,1,34,34,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190020004001,36,119,002000,4001,83,57,1,0,4,0,5,16,83,25,58,53,1,0,4,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000004
361190021011005,36,119,002101,1005,82,49,12,0,2,0,11,8,82,24,58,49,2,0,2,0,0,5,28,28,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190021012007,36,119,002101,2007,90,52,5,0,7,1,10,15,90,26,64,52,5,0,6,0,0,1,24,24,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190021012004,36,119,002101,2004,112,69,10,1,8,0,9,15,112,30,82,62,10,0,8,0,0,2,42,42,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190014013016,36,119,001401,3016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190014012015,36,119,001401,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190014012014,36,119,001401,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999993
361190014012013,36,119,001401,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000004
361190024035004,36,119,002403,5004,145,47,10,0,13,0,63,12,145,80,65,42,6,0,13,0,0,4,56,56,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190024035002,36,119,002403,5002,105,42,15,0,3,0,32,13,105,61,44,27,9,0,3,0,3,2,43,43,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190024034013,36,119,002403,4013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000004
361190020004019,36,119,002000,4019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190002021006,36,119,000202,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089,0.9999999999999999
361190021061002,36,119,002106,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999994
361190020004010,36,119,002000,4010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190020004015,36,119,002000,4015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190020004014,36,119,002000,4014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190021012006,36,119,002101,2006,122,61,12,2,20,0,9,18,122,32,90,57,12,0,20,0,0,1,47,45,2,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999994
361190005021000,36,119,000502,1000,766,81,142,8,275,0,184,76,766,291,475,52,139,0,272,0,3,9,438,422,16,12,0,0,0,0,0,12,0,0,12,090,090,1.0000000000000002
361190015031001,36,119,001503,1001,64,53,0,0,2,0,1,8,64,7,57,51,0,0,2,0,0,4,28,26,2,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190015021007,36,119,001502,1007,728,417,72,5,42,0,122,70,728,226,502,390,54,1,42,0,12,3,368,350,18,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190015021001,36,119,001502,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190003001012,36,119,000300,1012,462,31,79,13,0,0,297,42,462,393,69,0,57,1,0,0,8,3,202,157,45,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190024035005,36,119,002403,5005,314,126,46,0,24,1,70,47,314,102,212,124,44,0,23,0,17,4,124,110,14,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190024041003,36,119,002404,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190008032000,36,119,000803,2000,80,26,12,0,6,0,17,19,80,30,50,25,9,0,6,0,0,10,31,31,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999996
361190005012005,36,119,000501,2005,163,30,9,7,1,0,78,38,163,140,23,11,8,0,1,0,1,2,55,47,8,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190006021004,36,119,000602,1004,570,118,241,3,7,0,148,53,570,240,330,93,218,0,7,0,2,10,179,175,4,209,209,0,0,209,0,0,0,0,0,089,089,0.9999999999999997
361190003001004,36,119,000300,1004,69,6,15,5,3,0,26,14,69,41,28,6,14,0,2,0,0,6,13,13,0,8,0,0,0,0,0,8,0,0,8,090,090,1.0
361190024034007,36,119,002403,4007,372,96,130,0,15,0,99,32,372,160,212,71,112,0,15,0,3,11,150,143,7,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190022011006,36,119,002201,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190024032001,36,119,002403,2001,36,2,4,0,4,0,22,4,36,19,17,1,4,0,4,0,4,4,16,16,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190024034008,36,119,002403,4008,154,53,23,1,13,0,34,30,154,70,84,45,21,1,13,0,0,4,56,56,0,0,0,0,0,0,0,0,0,0,0,089,090,1.0
361190024034010,36,119,002403,4010,60,18,13,0,4,0,12,13,60,22,38,18,13,0,4,0,2,1,22,22,0,0,0,0,0,0,0,0,0,0,0,089,089,0.9999999999999999
361190020004020,36,119,002000,4020,21,3,7,0,0,0,0,11,21,11,10,1,7,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999993
361190017022004,36,119,001702,2004,938,673,29,1,72,0,98,65,938,193,745,634,27,0,72,0,3,9,337,321,16,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999997
361190020004007,36,119,002000,4007,268,122,18,0,51,0,51,26,268,86,182,112,17,0,51,0,0,2,84,84,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000007
361190008011005,36,119,000801,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190017013001,36,119,001701,3001,55,32,3,0,3,0,11,6,55,14,41,32,3,0,3,0,0,3,20,12,8,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190017022014,36,119,001702,2014,85,61,6,0,4,0,11,3,85,27,58,52,0,0,4,0,2,0,25,25,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190017013000,36,119,001701,3000,85,68,7,3,0,0,5,2,85,5,80,67,7,3,0,0,2,1,25,24,1,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190017013003,36,119,001701,3003,62,35,5,0,0,0,16,6,62,24,38,35,3,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190017021006,36,119,001702,1006,85,49,11,4,0,0,10,11,85,30,55,44,11,0,0,0,0,0,35,33,2,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190017021005,36,119,001702,1005,93,46,3,0,9,0,25,10,93,33,60,39,3,0,9,0,5,4,38,38,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190017021004,36,119,001702,1004,79,52,6,0,10,0,3,8,79,12,67,50,6,0,10,0,0,1,26,24,2,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190017022007,36,119,001702,2007,15,11,0,0,0,0,2,2,15,8,7,6,0,0,0,0,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190017022011,36,119,001702,2011,39,31,1,0,4,0,0,3,39,2,37,29,1,0,4,0,0,3,14,14,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190017022012,36,119,001702,2012,20,7,0,1,0,0,0,12,20,11,9,7,0,0,0,0,0,2,6,6,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190020004011,36,119,002000,4011,285,122,51,0,27,0,55,30,285,98,187,106,48,0,27,0,0,6,162,137,25,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190023001006,36,119,002300,1006,29,17,0,0,1,0,3,8,29,12,17,12,0,0,1,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190020004023,36,119,002000,4023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190020003007,36,119,002000,3007,95,55,5,1,12,0,11,11,95,25,70,52,1,0,12,0,0,5,26,25,1,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190017021008,36,119,001702,1008,98,68,0,0,0,0,9,21,98,25,73,62,0,0,0,0,0,11,33,33,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190017021001,36,119,001702,1001,167,96,8,6,14,0,15,28,167,44,123,95,8,0,14,0,3,3,52,52,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190017022009,36,119,001702,2009,31,19,2,0,0,0,3,7,31,2,29,19,1,0,0,0,3,6,11,11,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000004
361190017021003,36,119,001702,1003,149,98,5,0,16,0,12,18,149,29,120,96,3,0,16,0,0,5,66,66,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190017021010,36,119,001702,1010,161,104,12,0,16,0,16,13,161,36,125,100,9,0,16,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999996
361190023001012,36,119,002300,1012,62,27,5,0,3,0,14,13,62,25,37,27,5,0,3,0,0,2,19,19,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190023001001,36,119,002300,1001,66,50,4,0,1,0,7,4,66,14,52,49,2,0,0,0,0,1,24,24,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999996
361190017021002,36,119,001702,1002,92,57,5,0,10,0,8,12,92,17,75,55,2,0,10,0,1,7,41,41,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190023001023,36,119,002300,1023,61,47,1,0,5,0,5,3,61,9,52,46,1,0,5,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190023001015,36,119,002300,1015,45,34,0,0,1,0,1,9,45,9,36,34,0,0,1,0,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190023001011,36,119,002300,1011,87,58,1,0,3,0,21,4,87,25,62,58,1,0,3,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190023002015,36,119,002300,2015,56,37,7,2,0,0,6,4,56,11,45,37,7,0,0,0,1,0,16,16,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000004
361190023002013,36,119,002300,2013,63,39,4,0,9,0,6,5,63,13,50,35,3,0,9,0,0,3,17,8,9,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190023002012,36,119,002300,2012,83,62,1,0,2,0,8,10,83,19,64,61,1,0,2,0,0,0,32,28,4,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190023002022,36,119,002300,2022,30,17,6,0,0,0,4,3,30,6,24,17,5,0,0,0,0,2,13,13,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190023001017,36,119,002300,1017,42,32,3,0,4,0,1,2,42,8,34,27,2,0,4,0,0,1,18,18,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999997
361190017021000,36,119,001702,1000,18,2,1,0,6,0,9,0,18,11,7,0,1,0,6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999997
361190004011000,36,119,000401,1000,1028,23,593,6,12,0,308,86,1028,417,611,11,564,0,12,0,10,14,393,393,0,16,0,0,0,0,0,16,0,0,16,090,090,1.0000000000000009
361190004014001,36,119,000401,4001,1107,65,355,17,15,0,547,108,1107,688,419,30,347,0,15,0,12,15,415,390,25,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190005022001,36,119,000502,2001,1122,92,338,5,3,0,575,109,1122,770,352,23,296,0,3,0,1,29,391,380,11,50,0,0,0,0,0,50,0,0,50,090,090,0.9999999999999998
361190011012003,36,119,001101,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190007012010,36,119,000701,2010,50,35,0,0,0,0,8,7,50,13,37,34,0,0,0,0,0,3,20,20,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190007012011,36,119,000701,2011,31,17,3,0,4,0,3,4,31,5,26,17,2,0,4,0,1,2,10,6,4,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190007012014,36,119,000701,2014,21,9,1,0,5,0,3,3,21,5,16,9,1,0,5,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190007012015,36,119,000701,2015,24,12,1,0,1,0,7,3,24,7,17,12,1,0,1,0,0,3,8,7,1,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190007011005,36,119,000701,1005,47,31,2,0,4,0,7,3,47,7,40,27,1,0,4,0,7,1,14,11,3,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190008032002,36,119,000803,2002,51,25,3,0,5,0,5,13,51,17,34,23,1,0,5,0,2,3,14,14,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190008032001,36,119,000803,2001,45,18,2,0,9,0,7,9,45,16,29,16,0,0,9,0,0,4,10,10,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190008031002,36,119,000803,1002,82,53,3,1,0,0,20,5,82,27,55,48,3,0,0,0,3,1,24,24,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190008032005,36,119,000803,2005,96,54,5,2,4,0,19,12,96,38,58,46,5,1,4,0,1,1,28,17,11,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190007011008,36,119,000701,1008,316,84,102,0,3,1,82,44,316,136,180,65,97,0,3,0,1,14,147,146,1,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190008032012,36,119,000803,2012,265,72,116,0,11,0,29,37,265,85,180,62,106,0,11,0,0,1,133,124,9,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190008032013,36,119,000803,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190008032014,36,119,000803,2014,97,19,10,1,10,0,19,38,97,56,41,18,10,0,10,0,3,0,30,30,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190008032016,36,119,000803,2016,98,44,5,0,25,0,13,11,98,33,65,35,0,0,24,0,4,2,34,34,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190008031010,36,119,000803,1010,76,33,11,2,8,0,8,14,76,24,52,31,11,0,7,0,2,1,28,27,1,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000004
361190022011000,36,119,002201,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190021031004,36,119,002103,1004,35,26,0,0,1,0,0,8,35,4,31,26,0,0,1,0,0,4,14,14,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190015042000,36,119,001504,2000,210,117,7,2,20,0,41,23,210,62,148,117,1,0,20,0,8,2,78,75,3,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190024043005,36,119,002404,3005,99,70,9,0,1,0,13,6,99,26,73,62,6,0,1,0,0,4,28,15,13,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190024034004,36,119,002403,4004,103,61,6,0,16,0,5,15,103,26,77,52,5,0,16,0,0,4,36,29,7,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190015042003,36,119,001504,2003,144,73,15,0,5,0,25,26,144,45,99,68,15,0,5,0,0,11,41,32,9,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190015042006,36,119,001504,2006,92,67,0,0,5,0,17,3,92,23,69,64,0,0,5,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190015041001,36,119,001504,1001,74,42,9,0,0,0,6,17,74,20,54,36,9,0,0,0,2,7,25,25,0,0,0,0,0,0,0,0,0,0,0,089,089,0.9999999999999997
361190015043005,36,119,001504,3005,163,97,16,0,5,0,29,16,163,49,114,90,12,0,5,0,2,5,65,63,2,0,0,0,0,0,0,0,0,0,0,089,089,0.9999999999999999
361190003003001,36,119,000300,3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000004
361190004032007,36,119,000403,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089,0.9999999999999997
361190004012013,36,119,000401,2013,341,102,85,9,26,0,74,45,341,143,198,85,69,1,24,0,8,11,328,190,138,6,0,0,0,0,0,6,0,0,6,089,089,1.0000000000000002
361190004012000,36,119,000401,2000,298,41,74,3,4,0,127,49,298,161,137,33,71,0,1,0,0,32,174,114,60,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190011012000,36,119,001101,2000,348,43,44,21,9,0,193,38,348,267,81,27,37,0,9,0,4,4,117,86,31,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190008032007,36,119,000803,2007,54,30,2,2,1,0,5,14,54,21,33,28,2,0,1,0,1,1,22,22,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190008033003,36,119,000803,3003,330,42,67,2,10,1,144,64,330,236,94,34,49,0,10,0,0,1,132,132,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190019001012,36,119,001900,1012,35,21,12,0,0,0,1,1,35,0,35,21,12,0,0,0,1,1,15,15,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190022024001,36,119,002202,4001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000018
361190022012007,36,119,002201,2007,40,30,1,2,4,0,0,3,40,2,38,30,1,0,4,0,0,3,14,14,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190019001017,36,119,001900,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190015041000,36,119,001504,1000,341,219,30,3,18,0,32,39,341,98,243,195,24,0,18,0,0,6,144,136,8,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190015032000,36,119,001503,2000,364,297,2,0,18,0,31,16,364,65,299,278,2,0,18,0,1,0,135,133,2,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190016002005,36,119,001600,2005,139,49,7,3,14,0,54,12,139,80,59,36,7,1,14,0,0,1,54,52,2,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190013012015,36,119,001301,2015,60,24,19,0,0,0,15,2,60,16,44,23,19,0,0,0,0,2,24,24,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000009
361190008012000,36,119,000801,2000,86,49,4,0,3,0,22,8,86,35,51,41,3,0,3,0,1,3,39,39,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999997
361190012003002,36,119,001200,3002,674,75,132,17,26,0,316,108,674,474,200,46,114,0,26,0,0,14,245,212,33,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190006021006,36,119,000602,1006,244,25,38,3,36,0,105,37,244,159,85,11,36,0,36,0,0,2,116,100,16,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190006021002,36,119,000602,1002,123,18,20,1,8,0,65,11,123,74,49,10,20,0,7,0,3,9,36,31,5,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190004034000,36,119,000403,4000,151,11,61,0,1,0,67,11,151,83,68,10,51,0,0,0,5,2,57,55,2,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190015023004,36,119,001502,3004,73,49,0,2,6,0,8,8,73,10,63,48,0,2,6,0,4,3,28,28,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190015031000,36,119,001503,1000,131,107,6,0,0,0,6,12,131,27,104,103,0,0,0,0,1,0,50,49,1,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190004042006,36,119,000404,2006,221,27,47,5,4,2,92,44,221,166,55,12,39,0,4,0,0,0,108,108,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0000000000000002
361190008031003,36,119,000803,1003,106,44,13,3,9,0,21,16,106,50,56,30,13,1,9,0,2,1,36,36,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999999
361190008012007,36,119,000801,2007,64,36,8,0,1,0,7,12,64,13,51,36,7,0,1,0,0,7,19,19,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190008021000,36,119,000802,1000,106,55,3,0,5,0,23,20,106,41,65,55,3,0,5,0,0,2,34,34,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999996
361190007012001,36,119,000701,2001,213,177,8,0,8,0,1,19,213,16,197,177,7,0,8,0,0,5,162,145,17,0,0,0,0,0,0,0,0,0,0,092,092,0.9999999999999996
361190015034000,36,119,001503,4000,19,8,4,0,1,0,3,3,19,11,8,3,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190014013015,36,119,001401,3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999998
361190014012012,36,119,001401,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999994
361190015033009,36,119,001503,3009,97,92,1,0,1,0,0,3,97,13,84,84,0,0,0,0,0,0,32,25,7,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190024052002,36,119,002405,2002,73,68,1,0,0,1,1,2,73,16,57,56,1,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0
361190024052004,36,119,002405,2004,117,74,10,0,8,0,15,10,117,44,73,56,8,0,7,0,2,0,40,40,0,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000007
361190023002014,36,119,002300,2014,83,62,5,0,4,0,7,5,83,17,66,62,0,0,4,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,090,090,0.9999999999999997
361190023002021,36,119,002300,2021,60,49,0,0,0,0,7,4,60,10,50,49,0,0,0,0,0,1,29,23,6,0,0,0,0,0,0,0,0,0,0,090,090,1.0000000000000002
361190002042006,36,119,000204,2006,546,44,98,27,26,0,269,82,546,405,141,11,88,0,26,0,5,11,177,174,3,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190002021001,36,119,000202,1001,146,2,19,1,8,0,103,13,146,109,37,1,18,0,8,0,9,1,41,41,0,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190002042000,36,119,000204,2000,463,54,66,2,17,1,236,87,463,361,102,15,64,0,17,0,0,6,187,185,2,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190002041002,36,119,000204,1002,891,56,78,59,0,0,571,127,891,788,103,26,54,1,0,0,7,15,220,199,21,0,0,0,0,0,0,0,0,0,0,089,089,1.0
361190002042005,36,119,000204,2005,147,12,12,3,1,0,81,38,147,123,24,5,9,0,1,0,1,8,38,30,8,0,0,0,0,0,0,0,0,0,0,089,089,1.0
